food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Milk,Frozen Container,evening,2.5,23.36,83.3,-3.48,234,1,6.48,0.8,0.95,0.4782,0,Medium
Vegetables,Normal Truck,afternoon,26.85,30.71,88.3,29.18,969,0,23.18,0.5,0.0,0.9792,1,High
Fish,Frozen Container,night,16.38,27.05,60.55,-3.84,445,1,4.84,0.95,0.95,0.5895,1,Medium
Eggs,Normal Truck,morning,12.01,19.78,49.19,18.79,347,0,15.29,0.6,0.0,0.7766,1,High
Eggs,Frozen Container,evening,25.19,17.56,89.36,1.84,230,1,1.66,0.6,0.95,0.5529,1,Medium
Vegetables,Frozen Container,evening,17.18,28.79,89.5,-2.26,304,1,8.26,0.5,0.95,0.4639,0,Medium
Vegetables,Frozen Container,afternoon,9.86,44.98,54.74,-3.27,806,1,9.27,0.5,0.95,0.3686,0,Medium
Fruits,Normal Truck,night,8.04,17.38,57.2,16.51,661,0,9.01,0.4,0.0,0.6157,1,High
Eggs,Frozen Container,evening,23.73,26.96,69.59,3.47,308,1,0.03,0.6,0.95,0.4418,0,Medium
Fish,Refrigerated Truck,night,18.84,24.83,40.48,5.18,380,1,4.18,0.95,0.75,0.6105,1,High
Fish,Frozen Container,afternoon,15.92,38.33,85.28,-0.48,377,1,1.48,0.95,0.95,0.4735,0,Medium
Dairy,Frozen Container,evening,9.0,24.6,88.26,-1.71,96,1,5.71,0.7,0.95,0.5367,1,Medium
Fish,Refrigerated Truck,afternoon,28.61,43.87,45.37,5.86,320,1,4.86,0.95,0.75,0.5932,1,Medium
Fruits,Normal Truck,night,7.04,22.54,86.66,21.41,613,0,13.91,0.4,0.0,0.7214,1,High
Milk,Refrigerated Truck,evening,14.05,22.01,53.2,2.21,526,1,0.79,0.8,0.75,0.494,0,Medium
Fruits,Refrigerated Truck,evening,24.65,27.01,65.14,7.32,704,1,0.18,0.4,0.75,0.4107,0,Medium
Fruits,Normal Truck,morning,17.01,30.13,64.21,28.62,760,0,21.12,0.4,0.0,0.8011,1,High
Milk,Refrigerated Truck,night,20.23,26.52,92.84,5.5,93,1,2.5,0.8,0.75,0.5664,1,Medium
Vegetables,Frozen Container,afternoon,6.36,41.77,63.85,-4.92,951,1,10.92,0.5,0.95,0.3373,0,Medium
Fruits,Frozen Container,night,28.91,15.2,49.44,-2.48,136,1,9.98,0.4,0.95,0.5489,1,Medium
Meat,Frozen Container,evening,6.77,22.5,72.67,0.34,898,1,0.34,0.9,0.95,0.3773,0,Medium
Fruits,Frozen Container,night,29.97,29.81,88.49,-1.63,450,1,9.13,0.4,0.95,0.5088,1,Medium
Dairy,Frozen Container,morning,18.97,32.14,41.35,-2.36,402,1,6.36,0.7,0.95,0.5654,1,Medium
Fish,Refrigerated Truck,afternoon,18.96,44.0,72.42,5.44,381,1,4.44,0.95,0.75,0.5906,1,Medium
Dairy,Normal Truck,morning,22.83,31.59,43.73,30.01,473,0,26.01,0.7,0.0,0.9614,1,High
Fruits,Refrigerated Truck,night,10.11,24.96,63.46,7.08,923,1,0.42,0.4,0.75,0.3367,0,Medium
Vegetables,Normal Truck,night,23.1,18.3,61.37,17.39,253,0,11.39,0.5,0.0,0.8337,1,High
Vegetables,Frozen Container,morning,20.64,23.77,76.15,-3.24,956,1,9.24,0.5,0.95,0.5272,1,Medium
Vegetables,Normal Truck,evening,15.46,21.72,46.64,20.63,62,0,14.63,0.5,0.0,0.8244,1,High
Fruits,Frozen Container,night,6.49,19.23,52.83,0.17,622,1,7.33,0.4,0.95,0.2894,0,Low
Fish,Normal Truck,evening,28.08,25.62,81.14,24.34,551,0,23.34,0.95,0.0,1.0,1,High
Milk,Refrigerated Truck,night,28.82,27.82,52.68,6.44,681,1,3.44,0.8,0.75,0.6734,1,High
Dairy,Normal Truck,afternoon,16.65,42.26,49.04,40.15,711,0,36.15,0.7,0.0,0.9106,1,High
Fruits,Normal Truck,morning,5.56,28.76,49.36,27.32,262,0,19.82,0.4,0.0,0.7237,1,High
Dairy,Frozen Container,afternoon,5.54,44.29,52.69,2.72,281,1,1.28,0.7,0.95,0.3898,0,Medium
Eggs,Refrigerated Truck,afternoon,26.02,26.34,76.24,4.71,68,1,1.21,0.6,0.75,0.5431,1,Medium
Meat,Normal Truck,night,3.62,17.11,79.41,16.25,229,0,16.25,0.9,0.0,0.8376,1,High
Vegetables,Refrigerated Truck,night,16.19,16.9,66.21,4.96,772,1,1.04,0.5,0.75,0.3863,0,Medium
Dairy,Refrigerated Truck,night,25.56,21.22,82.23,2.93,857,1,1.07,0.7,0.75,0.5639,1,Medium
Fruits,Frozen Container,night,4.44,15.55,74.12,2.09,594,1,5.41,0.4,0.95,0.2412,0,Low
Fish,Frozen Container,morning,19.56,26.14,93.24,3.79,776,1,2.79,0.95,0.95,0.6652,1,High
Meat,Frozen Container,night,11.21,20.87,54.42,-4.38,945,1,4.38,0.9,0.95,0.5278,1,Medium
Eggs,Normal Truck,morning,24.35,39.15,59.38,37.19,702,0,33.69,0.6,0.0,1.0,1,High
Meat,Refrigerated Truck,morning,26.54,18.51,80.29,5.07,580,1,5.07,0.9,0.75,0.6904,1,High
Fruits,Frozen Container,morning,21.31,31.01,46.84,-0.8,168,1,8.3,0.4,0.95,0.4689,0,Medium
Eggs,Refrigerated Truck,morning,14.72,24.45,85.96,5.69,95,1,2.19,0.6,0.75,0.5341,1,Medium
Fruits,Normal Truck,evening,19.85,25.75,52.33,24.46,163,0,16.96,0.4,0.0,0.763,1,High
Fruits,Frozen Container,evening,17.68,17.31,83.64,-1.26,352,1,8.76,0.4,0.95,0.5188,1,Medium
Meat,Normal Truck,morning,27.6,32.75,59.59,31.12,425,0,31.12,0.9,0.0,1.0,1,High
Dairy,Refrigerated Truck,night,14.01,20.99,50.16,6.99,527,1,2.99,0.7,0.75,0.4683,0,Medium
Eggs,Normal Truck,evening,11.02,23.68,44.13,22.49,360,0,18.99,0.6,0.0,0.8423,1,High
Vegetables,Normal Truck,afternoon,27.55,39.07,81.55,37.12,420,0,31.12,0.5,0.0,1.0,1,High
Fruits,Normal Truck,afternoon,29.62,37.77,82.73,35.88,319,0,28.38,0.4,0.0,0.9564,1,High
Dairy,Refrigerated Truck,night,4.35,22.24,68.27,5.62,529,1,1.62,0.7,0.75,0.3478,0,Medium
Milk,Frozen Container,evening,19.23,27.42,48.66,0.94,811,1,2.06,0.8,0.95,0.5324,1,Medium
Dairy,Normal Truck,evening,11.99,16.62,63.15,15.79,152,0,11.79,0.7,0.0,0.8155,1,High
Meat,Refrigerated Truck,night,4.46,28.4,61.41,6.53,595,1,6.53,0.9,0.75,0.4453,0,Medium
Vegetables,Normal Truck,evening,10.8,27.15,54.64,25.79,228,0,19.79,0.5,0.0,0.833,1,High
Dairy,Normal Truck,evening,2.15,23.47,58.66,22.3,629,0,18.3,0.7,0.0,0.7089,1,High
Meat,Refrigerated Truck,afternoon,25.84,34.45,86.92,3.15,813,1,3.15,0.9,0.75,0.7272,1,High
Fruits,Normal Truck,morning,20.52,33.98,80.5,32.28,727,0,24.78,0.4,0.0,0.9643,1,High
Dairy,Frozen Container,evening,5.26,23.95,55.12,-2.35,975,1,6.35,0.7,0.95,0.425,0,Medium
Vegetables,Refrigerated Truck,morning,20.03,26.99,81.52,6.64,266,1,0.64,0.5,0.75,0.4377,0,Medium
Meat,Frozen Container,evening,2.32,25.45,60.68,1.88,733,1,1.88,0.9,0.95,0.2636,0,Low
Fruits,Frozen Container,night,11.53,22.15,56.28,4.52,893,1,2.98,0.4,0.95,0.3751,0,Medium
Fruits,Normal Truck,night,5.02,28.98,90.25,27.53,640,0,20.03,0.4,0.0,0.7957,1,High
Eggs,Refrigerated Truck,afternoon,11.54,26.13,71.8,2.71,364,1,0.79,0.6,0.75,0.3633,0,Medium
Milk,Refrigerated Truck,night,12.27,16.26,42.88,2.54,318,1,0.46,0.8,0.75,0.4645,0,Medium
Dairy,Refrigerated Truck,evening,20.45,19.09,87.94,5.2,136,1,1.2,0.7,0.75,0.6044,1,High
Fish,Refrigerated Truck,evening,12.69,23.46,46.3,2.75,312,1,1.75,0.95,0.75,0.5252,1,Medium
Fruits,Refrigerated Truck,morning,12.97,33.58,78.63,3.27,445,1,4.23,0.4,0.75,0.3492,0,Medium
Dairy,Normal Truck,afternoon,13.9,29.26,76.51,27.8,871,0,23.8,0.7,0.0,0.9849,1,High
Vegetables,Refrigerated Truck,afternoon,27.97,26.31,46.14,3.89,615,1,2.11,0.5,0.75,0.4201,0,Medium
Eggs,Frozen Container,morning,12.02,43.42,79.11,-2.99,95,1,6.49,0.6,0.95,0.4493,0,Medium
Eggs,Refrigerated Truck,afternoon,9.73,43.12,60.06,7.32,496,1,3.82,0.6,0.75,0.4683,0,Medium
Fish,Normal Truck,morning,4.99,35.82,85.98,34.03,339,0,33.03,0.95,0.0,0.9505,1,High
Eggs,Normal Truck,morning,21.75,38.14,83.71,36.23,276,0,32.73,0.6,0.0,1.0,1,High
Milk,Frozen Container,afternoon,22.54,34.88,86.97,-2.74,493,1,5.74,0.8,0.95,0.591,1,Medium
Meat,Normal Truck,afternoon,18.84,41.59,46.59,39.51,677,0,39.51,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,evening,24.8,22.8,82.44,21.66,631,0,15.66,0.5,0.0,0.9026,1,High
Meat,Frozen Container,afternoon,11.83,43.12,83.98,-2.77,375,1,2.77,0.9,0.95,0.5593,1,Medium
Fruits,Frozen Container,afternoon,16.78,32.58,65.36,1.24,370,1,6.26,0.4,0.95,0.3619,0,Medium
Fish,Frozen Container,night,9.02,20.97,63.55,3.95,728,1,2.95,0.95,0.95,0.5364,1,Medium
Milk,Refrigerated Truck,morning,22.14,33.79,77.91,7.7,616,1,4.7,0.8,0.75,0.6648,1,High
Eggs,Refrigerated Truck,night,9.06,23.8,83.78,3.94,744,1,0.44,0.6,0.75,0.3549,0,Medium
Fruits,Frozen Container,afternoon,28.29,32.42,72.78,-3.3,419,1,10.8,0.4,0.95,0.5381,1,Medium
Dairy,Normal Truck,morning,13.46,32.69,69.89,31.06,285,0,27.06,0.7,0.0,0.9942,1,High
Meat,Refrigerated Truck,night,15.89,17.54,46.94,3.26,731,1,3.26,0.9,0.75,0.504,1,Medium
Meat,Normal Truck,afternoon,19.86,38.77,60.27,36.83,749,0,36.83,0.9,0.0,1.0,1,High
Fish,Normal Truck,afternoon,25.91,22.65,54.9,21.52,870,0,20.52,0.95,0.0,1.0,1,High
Vegetables,Refrigerated Truck,evening,19.41,24.02,70.03,6.79,960,1,0.79,0.5,0.75,0.3912,0,Medium
Fruits,Frozen Container,morning,7.36,22.52,49.97,-0.41,83,1,7.91,0.4,0.95,0.3458,0,Medium
Eggs,Refrigerated Truck,night,15.47,18.09,85.56,7.76,367,1,4.26,0.6,0.75,0.5557,1,Medium
Fish,Refrigerated Truck,morning,13.57,41.67,46.93,5.07,673,1,4.07,0.95,0.75,0.5035,1,Medium
Fish,Refrigerated Truck,afternoon,24.17,33.74,89.99,6.78,538,1,5.78,0.95,0.75,0.7093,1,High
Fish,Frozen Container,night,18.7,19.77,64.83,3.47,887,1,2.47,0.95,0.95,0.6154,1,High
Vegetables,Refrigerated Truck,evening,27.97,21.04,88.97,3.54,445,1,2.46,0.5,0.75,0.6418,1,High
Milk,Refrigerated Truck,evening,5.43,28.92,64.98,6.79,987,1,3.79,0.8,0.75,0.449,0,Medium
Vegetables,Frozen Container,morning,13.61,18.4,86.26,2.04,608,1,3.96,0.5,0.95,0.3908,0,Medium
Fruits,Refrigerated Truck,afternoon,14.54,23.1,54.77,3.85,575,1,3.65,0.4,0.75,0.4018,0,Medium
Eggs,Frozen Container,night,8.06,27.11,81.66,-3.31,599,1,6.81,0.6,0.95,0.4189,0,Medium
Milk,Refrigerated Truck,night,14.71,22.6,77.81,3.07,512,1,0.07,0.8,0.75,0.5261,1,Medium
Fruits,Normal Truck,night,10.91,18.29,77.26,17.38,440,0,9.88,0.4,0.0,0.7114,1,High
Eggs,Frozen Container,afternoon,22.15,27.08,55.97,-2.22,297,1,5.72,0.6,0.95,0.5955,1,Medium
Dairy,Normal Truck,night,25.7,25.98,73.6,24.69,93,0,20.69,0.7,0.0,1.0,1,High
Meat,Frozen Container,night,24.27,29.54,65.7,0.65,978,1,0.65,0.9,0.95,0.6085,1,High
Vegetables,Normal Truck,night,24.15,18.88,58.74,17.94,297,0,11.94,0.5,0.0,0.87,1,High
Fruits,Refrigerated Truck,night,23.44,22.4,88.44,4.11,312,1,3.39,0.4,0.75,0.4871,0,Medium
Fish,Normal Truck,morning,27.32,34.26,67.12,32.55,880,0,31.55,0.95,0.0,1.0,1,High
Milk,Frozen Container,morning,22.31,23.66,88.66,4.89,883,1,1.89,0.8,0.95,0.5581,1,Medium
Dairy,Frozen Container,evening,6.99,28.57,58.74,2.66,352,1,1.34,0.7,0.95,0.3605,0,Medium
Fish,Frozen Container,morning,5.86,27.96,79.72,4.76,493,1,3.76,0.95,0.95,0.462,0,Medium
Vegetables,Normal Truck,evening,25.62,26.43,43.21,25.1,220,0,19.1,0.5,0.0,0.8556,1,High
Fish,Normal Truck,morning,20.23,41.12,46.18,39.06,267,0,38.06,0.95,0.0,1.0,1,High
Meat,Normal Truck,afternoon,16.37,33.82,49.88,32.13,811,0,32.13,0.9,0.0,0.9691,1,High
Milk,Refrigerated Truck,evening,5.18,23.2,79.01,3.71,585,1,0.71,0.8,0.75,0.5379,1,Medium
Dairy,Normal Truck,night,19.23,21.65,74.8,20.57,91,0,16.57,0.7,0.0,0.9637,1,High
Eggs,Normal Truck,night,4.12,18.7,78.24,17.77,159,0,14.27,0.6,0.0,0.7092,1,High
Eggs,Frozen Container,morning,14.94,32.83,92.2,2.2,662,1,1.3,0.6,0.95,0.4542,0,Medium
Milk,Frozen Container,night,12.58,15.12,40.51,-3.71,930,1,6.71,0.8,0.95,0.4044,0,Medium
Fish,Frozen Container,evening,17.68,19.51,49.19,-4.04,519,1,5.04,0.95,0.95,0.6108,1,High
Milk,Normal Truck,night,7.57,22.63,48.66,21.49,69,0,18.49,0.8,0.0,0.8306,1,High
Fruits,Normal Truck,morning,18.75,25.14,69.02,23.88,862,0,16.38,0.4,0.0,0.8509,1,High
Eggs,Normal Truck,night,17.37,23.74,62.09,22.56,463,0,19.06,0.6,0.0,0.9504,1,High
Vegetables,Refrigerated Truck,morning,25.04,23.1,78.56,3.78,615,1,2.22,0.5,0.75,0.6135,1,High
Fruits,Refrigerated Truck,morning,21.5,22.44,48.18,3.03,161,1,4.47,0.4,0.75,0.463,0,Medium
Eggs,Refrigerated Truck,night,2.4,24.02,70.94,3.94,803,1,0.44,0.6,0.75,0.2912,0,Low
Vegetables,Normal Truck,night,26.85,19.25,64.09,18.28,169,0,12.28,0.5,0.0,0.8508,1,High
Milk,Frozen Container,morning,10.54,44.73,44.17,-4.8,523,1,7.8,0.8,0.95,0.5213,1,Medium
Milk,Refrigerated Truck,night,9.24,25.73,79.69,5.07,374,1,2.07,0.8,0.75,0.4452,0,Medium
Dairy,Normal Truck,evening,10.84,23.91,75.5,22.71,312,0,18.71,0.7,0.0,0.7958,1,High
Fish,Normal Truck,morning,12.46,36.6,76.9,34.77,525,0,33.77,0.95,0.0,1.0,1,High
Fish,Refrigerated Truck,evening,4.31,15.04,63.79,4.18,870,1,3.18,0.95,0.75,0.4768,0,Medium
Eggs,Frozen Container,morning,6.74,40.46,71.45,-0.05,482,1,3.55,0.6,0.95,0.3933,0,Medium
Fruits,Normal Truck,evening,22.61,23.35,91.1,22.19,214,0,14.69,0.4,0.0,0.8766,1,High
Dairy,Refrigerated Truck,evening,4.48,24.13,55.85,2.37,918,1,1.63,0.7,0.75,0.3942,0,Medium
Fruits,Frozen Container,night,15.14,25.8,69.12,-2.46,495,1,9.96,0.4,0.95,0.4543,0,Medium
Fruits,Frozen Container,evening,25.3,19.27,59.99,3.91,638,1,3.59,0.4,0.95,0.4724,0,Medium
Fish,Frozen Container,night,2.59,24.06,76.89,-4.66,826,1,5.66,0.95,0.95,0.4882,0,Medium
Fish,Normal Truck,evening,7.89,19.35,83.26,18.39,303,0,17.39,0.95,0.0,0.8883,1,High
Eggs,Frozen Container,afternoon,14.63,40.33,45.39,4.46,114,1,0.96,0.6,0.95,0.3823,0,Medium
Meat,Refrigerated Truck,afternoon,28.11,24.71,75.34,5.03,517,1,5.03,0.9,0.75,0.7128,1,High
Eggs,Normal Truck,evening,8.97,24.92,79.04,23.67,523,0,20.17,0.6,0.0,0.9196,1,High
Milk,Refrigerated Truck,afternoon,25.61,31.22,57.13,2.61,946,1,0.39,0.8,0.75,0.5156,1,Medium
Meat,Frozen Container,morning,9.06,22.23,92.41,0.48,513,1,0.48,0.9,0.95,0.4226,0,Medium
Milk,Frozen Container,morning,6.3,29.37,43.77,-0.93,76,1,3.93,0.8,0.95,0.4506,0,Medium
Meat,Refrigerated Truck,night,8.29,25.9,78.93,4.25,776,1,4.25,0.9,0.75,0.4901,0,Medium
Meat,Normal Truck,afternoon,3.54,23.06,90.02,21.91,245,0,21.91,0.9,0.0,0.8725,1,High
Meat,Frozen Container,morning,12.03,40.35,41.24,-2.95,613,1,2.95,0.9,0.95,0.4986,0,Medium
Meat,Normal Truck,morning,8.9,42.39,45.74,40.27,242,0,40.27,0.9,0.0,0.9269,1,High
Dairy,Refrigerated Truck,afternoon,22.22,23.14,64.32,4.83,480,1,0.83,0.7,0.75,0.5725,1,Medium
Milk,Normal Truck,morning,12.82,26.92,72.74,25.57,386,0,22.57,0.8,0.0,0.9411,1,High
Fish,Normal Truck,afternoon,4.96,35.95,55.74,34.15,628,0,33.15,0.95,0.0,0.872,1,High
Fruits,Frozen Container,afternoon,2.52,29.82,41.19,-3.07,329,1,10.57,0.4,0.95,0.2981,0,Low
Eggs,Refrigerated Truck,afternoon,20.82,39.12,69.19,3.91,824,1,0.41,0.6,0.75,0.5071,1,Medium
Fruits,Frozen Container,morning,6.53,24.73,52.37,4.22,166,1,3.28,0.4,0.95,0.318,0,Medium
Eggs,Refrigerated Truck,evening,24.88,23.4,54.03,4.15,556,1,0.65,0.6,0.75,0.5073,1,Medium
Dairy,Normal Truck,afternoon,3.58,29.12,71.84,27.67,519,0,23.67,0.7,0.0,0.8098,1,High
Fruits,Frozen Container,morning,20.19,29.45,63.37,4.48,179,1,3.02,0.4,0.95,0.4954,0,Medium
Dairy,Frozen Container,evening,15.34,19.89,79.69,-1.87,693,1,5.87,0.7,0.95,0.5366,1,Medium
Meat,Refrigerated Truck,afternoon,13.55,24.92,40.55,7.8,969,1,7.8,0.9,0.75,0.6262,1,High
Dairy,Frozen Container,morning,10.93,38.71,51.38,-2.69,740,1,6.69,0.7,0.95,0.4727,0,Medium
Eggs,Normal Truck,evening,8.02,25.73,84.0,24.45,191,0,20.95,0.6,0.0,0.9144,1,High
Dairy,Refrigerated Truck,night,14.63,20.29,70.52,3.31,579,1,0.69,0.7,0.75,0.4273,0,Medium
Meat,Normal Truck,afternoon,15.97,23.81,54.95,22.62,405,0,22.62,0.9,0.0,1.0,1,High
Milk,Frozen Container,night,23.56,21.93,79.27,-2.39,822,1,5.39,0.8,0.95,0.6184,1,High
Milk,Refrigerated Truck,afternoon,5.66,30.35,54.76,4.82,624,1,1.82,0.8,0.75,0.3628,0,Medium
Dairy,Normal Truck,afternoon,14.0,37.62,68.05,35.74,378,0,31.74,0.7,0.0,0.9652,1,High
Dairy,Frozen Container,morning,25.29,35.8,59.2,-1.93,383,1,5.93,0.7,0.95,0.542,1,Medium
Fruits,Normal Truck,evening,25.56,24.71,58.78,23.48,683,0,15.98,0.4,0.0,0.8493,1,High
Vegetables,Frozen Container,afternoon,4.23,19.89,75.2,4.25,998,1,1.75,0.5,0.95,0.3243,0,Medium
Eggs,Normal Truck,night,20.4,25.98,59.55,24.69,569,0,21.19,0.6,0.0,1.0,1,High
Vegetables,Frozen Container,evening,15.35,27.34,54.92,-0.79,678,1,6.79,0.5,0.95,0.4814,0,Medium
Fish,Frozen Container,evening,16.4,18.85,41.92,1.15,557,1,0.15,0.95,0.95,0.4533,0,Medium
Meat,Normal Truck,morning,17.19,38.75,44.91,36.81,76,0,36.81,0.9,0.0,0.9293,1,High
Milk,Normal Truck,morning,9.08,31.97,40.82,30.37,606,0,27.37,0.8,0.0,0.9493,1,High
Vegetables,Normal Truck,night,20.07,21.22,91.17,20.16,895,0,14.16,0.5,0.0,0.8731,1,High
Milk,Refrigerated Truck,night,5.66,25.14,70.79,3.83,251,1,0.83,0.8,0.75,0.4283,0,Medium
Meat,Frozen Container,morning,5.17,40.36,53.85,-2.07,588,1,2.07,0.9,0.95,0.3483,0,Medium
Fruits,Frozen Container,evening,18.69,21.91,60.04,1.49,277,1,6.01,0.4,0.95,0.4824,0,Medium
Dairy,Frozen Container,evening,29.44,28.23,71.62,-1.36,65,1,5.36,0.7,0.95,0.6204,1,High
Meat,Frozen Container,evening,22.13,24.05,90.4,-4.85,661,1,4.85,0.9,0.95,0.6449,1,High
Dairy,Frozen Container,evening,29.76,19.41,79.06,2.9,125,1,1.1,0.7,0.95,0.5756,1,Medium
Fruits,Normal Truck,morning,12.29,33.96,67.71,32.26,120,0,24.76,0.4,0.0,0.8183,1,High
Vegetables,Frozen Container,afternoon,26.16,31.0,44.32,-1.64,505,1,7.64,0.5,0.95,0.5815,1,Medium
Eggs,Refrigerated Truck,morning,25.77,32.08,91.33,7.87,293,1,4.37,0.6,0.75,0.6344,1,High
Fruits,Frozen Container,morning,10.07,38.75,51.29,-2.37,874,1,9.87,0.4,0.95,0.4577,0,Medium
Dairy,Refrigerated Truck,night,4.49,15.87,60.47,6.41,850,1,2.41,0.7,0.75,0.4224,0,Medium
Dairy,Frozen Container,afternoon,28.21,19.48,77.04,-2.21,523,1,6.21,0.7,0.95,0.6313,1,High
Eggs,Frozen Container,night,10.29,25.76,44.63,3.02,835,1,0.48,0.6,0.95,0.3741,0,Medium
Fruits,Refrigerated Truck,morning,21.03,40.43,42.29,4.49,213,1,3.01,0.4,0.75,0.4705,0,Medium
Dairy,Frozen Container,night,17.63,28.76,61.53,4.1,811,1,0.1,0.7,0.95,0.5069,1,Medium
Eggs,Normal Truck,night,4.71,24.1,64.83,22.89,127,0,19.39,0.6,0.0,0.8606,1,High
Dairy,Normal Truck,night,2.83,21.51,55.28,20.43,162,0,16.43,0.7,0.0,0.8139,1,High
Meat,Frozen Container,evening,18.21,24.71,77.78,3.93,609,1,3.93,0.9,0.95,0.6503,1,High
Vegetables,Normal Truck,morning,29.48,42.25,92.4,40.14,520,0,34.14,0.5,0.0,0.9897,1,High
Fruits,Frozen Container,night,22.98,29.08,42.96,1.61,329,1,5.89,0.4,0.95,0.4416,0,Medium
Vegetables,Frozen Container,night,11.26,19.05,68.13,0.69,435,1,5.31,0.5,0.95,0.409,0,Medium
Meat,Refrigerated Truck,night,14.4,19.78,79.78,6.0,968,1,6.0,0.9,0.75,0.631,1,High
Vegetables,Frozen Container,morning,24.03,38.79,87.16,-0.08,841,1,6.08,0.5,0.95,0.6365,1,High
Eggs,Refrigerated Truck,morning,10.5,27.09,71.23,7.74,108,1,4.24,0.6,0.75,0.4594,0,Medium
Eggs,Normal Truck,morning,25.6,30.69,61.44,29.16,848,0,25.66,0.6,0.0,0.954,1,High
Vegetables,Frozen Container,night,14.29,29.3,73.45,-1.75,724,1,7.75,0.5,0.95,0.4858,0,Medium
Dairy,Frozen Container,night,11.06,16.19,72.09,-0.29,706,1,4.29,0.7,0.95,0.4484,0,Medium
Milk,Refrigerated Truck,night,21.83,21.53,53.76,4.24,344,1,1.24,0.8,0.75,0.5681,1,Medium
Vegetables,Refrigerated Truck,morning,27.6,38.28,91.34,2.19,543,1,3.81,0.5,0.75,0.6141,1,High
Milk,Frozen Container,afternoon,22.41,43.05,58.3,1.25,316,1,1.75,0.8,0.95,0.5862,1,Medium
Dairy,Refrigerated Truck,morning,4.82,25.03,49.74,7.62,697,1,3.62,0.7,0.75,0.3736,0,Medium
Fish,Frozen Container,night,27.54,28.39,75.96,-2.3,455,1,3.3,0.95,0.95,0.6584,1,High
Fruits,Normal Truck,evening,26.58,28.43,76.26,27.01,269,0,19.51,0.4,0.0,0.9139,1,High
Vegetables,Refrigerated Truck,morning,4.79,42.89,47.74,3.8,628,1,2.2,0.5,0.75,0.2597,0,Low
Eggs,Frozen Container,evening,5.26,20.52,41.4,4.85,356,1,1.35,0.6,0.95,0.2912,0,Low
Fruits,Frozen Container,morning,16.34,21.7,58.76,2.75,687,1,4.75,0.4,0.95,0.4677,0,Medium
Meat,Frozen Container,morning,17.03,37.65,46.68,-2.7,355,1,2.7,0.9,0.95,0.5493,1,Medium
Dairy,Normal Truck,night,16.1,28.41,91.5,26.99,214,0,22.99,0.7,0.0,0.9316,1,High
Meat,Refrigerated Truck,afternoon,10.5,44.54,55.08,5.8,789,1,5.8,0.9,0.75,0.4692,0,Medium
Meat,Refrigerated Truck,night,17.59,24.84,67.34,4.5,191,1,4.5,0.9,0.75,0.6222,1,High
Dairy,Refrigerated Truck,morning,13.67,38.45,52.49,3.87,345,1,0.13,0.7,0.75,0.4239,0,Medium
Fish,Refrigerated Truck,night,12.72,23.84,79.64,3.61,610,1,2.61,0.95,0.75,0.468,0,Medium
Meat,Frozen Container,afternoon,15.69,29.02,51.62,-2.77,197,1,2.77,0.9,0.95,0.5281,1,Medium
Fish,Refrigerated Truck,morning,14.95,33.01,55.67,4.95,64,1,3.95,0.95,0.75,0.5022,1,Medium
Dairy,Refrigerated Truck,evening,20.73,26.21,90.38,6.53,326,1,2.53,0.7,0.75,0.5859,1,Medium
Eggs,Frozen Container,morning,6.07,40.61,40.86,1.82,538,1,1.68,0.6,0.95,0.3334,0,Medium
Eggs,Refrigerated Truck,night,5.01,21.6,46.78,5.75,309,1,2.25,0.6,0.75,0.3529,0,Medium
Eggs,Frozen Container,afternoon,10.06,42.71,87.73,1.25,958,1,2.25,0.6,0.95,0.4437,0,Medium
Dairy,Refrigerated Truck,evening,25.93,27.68,66.41,3.44,344,1,0.56,0.7,0.75,0.5539,1,Medium
Vegetables,Normal Truck,night,8.42,18.48,89.58,17.55,810,0,11.55,0.5,0.0,0.7194,1,High
Fish,Normal Truck,evening,25.19,21.17,68.53,20.11,809,0,19.11,0.95,0.0,1.0,1,High
Milk,Refrigerated Truck,night,26.46,21.93,41.17,4.85,506,1,1.85,0.8,0.75,0.539,1,Medium
Dairy,Frozen Container,evening,3.82,26.44,63.51,-0.6,153,1,4.6,0.7,0.95,0.29,0,Low
Meat,Normal Truck,evening,26.95,20.0,48.11,19.0,96,0,19.0,0.9,0.0,1.0,1,High
Vegetables,Frozen Container,morning,5.81,35.02,56.57,1.8,277,1,4.2,0.5,0.95,0.3214,0,Medium
Vegetables,Normal Truck,morning,23.35,23.44,52.88,22.27,484,0,16.27,0.5,0.0,0.8654,1,High
Fish,Frozen Container,night,10.55,19.82,48.78,2.23,218,1,1.23,0.95,0.95,0.5171,1,Medium
Fruits,Normal Truck,night,29.33,19.97,46.53,18.97,883,0,11.47,0.4,0.0,0.8435,1,High
Dairy,Normal Truck,afternoon,23.95,34.81,57.33,33.07,210,0,29.07,0.7,0.0,0.9751,1,High
Meat,Frozen Container,morning,29.02,25.03,41.02,-0.27,846,1,0.27,0.9,0.95,0.6105,1,High
Milk,Frozen Container,afternoon,7.42,25.07,68.19,0.89,342,1,2.11,0.8,0.95,0.39,0,Medium
Vegetables,Normal Truck,night,23.65,19.99,85.73,18.99,844,0,12.99,0.5,0.0,0.9766,1,High
